1	0	115745	0
1	115745	748979	16
1	748979	761252	14
1	761252	762345	10
1	762345	763091	9
1	763091	766007	8
1	766007	771035	4
1	771035	774046	3
1	774046	794616	4
1	794616	796727	3
1	796727	799305	2
1	799305	799463	3
1	799463	800192	2
1	800192	1575945	3
1	1575945	1584223	2
1	1584223	2757099	6
1	2757099	2879738	5
1	2879738	3150748	6
1	3150748	3676713	5
1	3676713	3680480	6
1	3680480	4106145	7
1	4106145	4157197	8
1	4157197	4206250	9
1	4206250	4856298	8
1	4856298	5002170	7
1	5002170	5090715	6
1	5090715	5095213	5
1	5095213	5310293	6
1	5310293	5318071	5
1	5318071	5631819	4
1	5631819	5639036	5
1	5639036	6261768	4
1	6261768	6525591	5
1	6525591	6546287	6
1	6546287	6568980	7
1	6568980	6635695	8
1	6635695	6638164	7
1	6638164	7113907	8
1	7113907	7130681	7
1	7130681	7238033	5
1	7238033	7242887	4
1	7242887	7491423	3
1	7491423	7513244	4
1	7513244	8205400	5
1	8205400	8336018	4
1	8336018	8392103	3
1	8392103	8393551	4
1	8393551	8423753	5
1	8423753	8931363	6
1	8931363	8982583	5
1	8982583	8986048	4
1	8986048	9068053	3
1	9068053	9587506	2
1	9587506	9961376	1
1	9961376	9965707	2
1	9965707	9983221	3
1	9983221	10515446	4
1	10515446	10637273	3
1	10637273	10735078	4
1	10735078	11579819	5
1	11579819	11705815	4
1	11705815	11760580	3
1	11760580	11821756	2
1	11821756	11823294	1
1	11823294	12158077	2
1	12158077	12271502	3
1	12271502	12852031	4
1	12852031	12890269	3
1	12890269	12898632	1
1	12898632	12921536	2
1	12921536	12993175	1
1	12993175	13187187	6
1	13187187	13215115	7
1	13215115	13382771	8
1	13382771	13480637	9
1	13480637	13774452	10
1	13774452	13782197	9
1	13782197	13808150	8
1	13808150	14226634	7
1	14226634	14239467	6
1	14239467	14384580	5
1	14384580	14440875	6
1	14440875	15107592	7
1	15107592	15153764	8
1	15153764	15326459	7
1	15326459	15425946	6
1	15425946	15575579	5
1	15575579	15798207	6
1	15798207	16380404	5
1	16380404	16385761	0
1	16385761	17005126	2
1	17005126	17013213	0
1	17013213	17201291	1
1	17201291	17350237	2
1	17350237	17540750	3
1	17540750	17554853	4
1	17554853	18111275	3
1	18111275	18506688	4
1	18506688	18562117	5
1	18562117	18904707	4
1	18904707	19204153	3
1	19204153	19239514	4
1	19239514	19791033	5
1	19791033	20026572	4
1	20026572	20606320	3
