1	0	115745	0
1	115745	748487	11
1	748487	762109	10
1	762109	771153	6
1	771153	786934	3
1	786934	837417	2
1	837417	1518299	1
1	1518299	7606169	0
1	7606169	8198105	1
1	8198105	8299933	0
1	8299933	8391893	1
1	8391893	8403154	4
1	8403154	8916256	6
1	8916256	8968709	4
1	8968709	8973870	3
1	8973870	8986682	1
1	8986682	9068385	0
1	9068385	9695618	1
1	9695618	9881651	2
1	9881651	10234129	3
1	10234129	10467800	2
1	10467800	10481210	1
1	10481210	10964621	0
1	10964621	10972652	1
1	10972652	11027142	2
1	11027142	11637029	3
1	11637029	11824259	2
1	11824259	12283388	3
1	12283388	12889527	2
1	12889527	12890269	1
1	12890269	12898632	0
1	12898632	12993175	3
1	12993175	13212982	5
1	13212982	13782197	6
1	13782197	13785094	5
1	13785094	13808150	4
1	13808150	13834663	3
1	13834663	13957636	2
1	13957636	14937702	1
1	14937702	14954581	0
1	14954581	15621692	1
1	15621692	15723407	2
1	15723407	15803484	3
1	15803484	16268784	4
1	16268784	16321240	3
1	16321240	16380404	2
1	16380404	16382917	1
1	16382917	16388238	0
1	16388238	16459636	1
1	16459636	16487334	2
1	16487334	16493336	3
1	16493336	17005126	4
1	17005126	17497854	0
1	17497854	17856933	1
1	17856933	18576325	2
1	18576325	18836484	3
1	18836484	18924310	2
1	18924310	19178218	3
1	19178218	19210696	2
1	19210696	19214624	3
1	19214624	19822812	2
1	19822812	19903097	4
1	19903097	21008104	3
1	21008104	21012093	1
1	21012093	21019851	2
1	21019851	21204547	3
1	21204547	21540366	4
1	21540366	21572208	3
1	21572208	21734091	2
1	21734091	23057189	1
1	23057189	23089310	2
1	23089310	23274796	3
1	23274796	23585537	4
1	23585537	24025915	3
1	24025915	24203584	2
1	24203584	24609845	1
1	24609845	25440022	2
1	25440022	25720512	3
1	25720512	25736368	2
1	25736368	26426718	3
1	26426718	26652907	4
1	26652907	26656565	3
1	26656565	26692496	4
1	26692496	26747067	5
1	26747067	26898210	6
1	26898210	26900734	5
1	26900734	27294762	6
1	27294762	27335688	7
1	27335688	27350617	6
1	27350617	27370289	5
1	27370289	27832836	6
1	27832836	27951127	5
1	27951127	27962712	4
1	27962712	27987870	5
1	27987870	27997134	4
1	27997134	28226443	5
1	28226443	28467371	4
1	28467371	28500655	5
1	28500655	28619957	4
1	28619957	28630217	5
1	28630217	29194901	6
1	29194901	29618024	5
1	29618024	29622839	6
1	29622839	30593994	5
1	30593994	30658726	4
1	30658726	30715435	5
1	30715435	30782637	4
1	30782637	31222528	3
1	31222528	31224396	4
1	31224396	31312570	3
1	31312570	31408023	4
1	31408023	31599525	3
1	31599525	32009993	4
1	32009993	32017711	3
1	32017711	32037811	4
1	32037811	32152719	5
1	32152719	32278799	6
1	32278799	32442989	7
1	32442989	32583024	8
1	32583024	32982135	9
1	32982135	33058364	8
1	33058364	33195234	7
1	33195234	33928300	5
1	33928300	34137930	4
1	34137930	34217039	5
1	34217039	34246609	4
1	34246609	34390392	5
1	34390392	34435973	4
1	34435973	34540667	5
1	34540667	34576124	6
1	34576124	34641904	5
1	34641904	34698356	4
1	34698356	35080317	5
1	35080317	35232319	4
1	35232319	35247761	3
1	35247761	35309308	2
1	35309308	35362930	3
1	35362930	35369245	4
1	35369245	35664038	7
1	35664038	35706059	9
1	35706059	35899643	10
1	35899643	35929204	11
1	35929204	36076317	12
1	36076317	36102702	11
1	36102702	36122796	9
1	36122796	36166782	11
1	36166782	36347574	9
1	36347574	36562084	8
1	36562084	36587166	7
1	36587166	36636854	6
1	36636854	36669543	4
1	36669543	36939684	3
1	36939684	36950774	2
1	36950774	37020562	3
1	37020562	37330700	4
1	37330700	37554725	5
1	37554725	37932381	4
1	37932381	38156427	3
1	38156427	38557428	2
1	38557428	38782642	1
1	38782642	39296533	2
1	39296533	39380462	1
1	39380462	39550620	2
1	39550620	39551241	3
1	39551241	40094735	5
1	40094735	40101514	4
1	40101514	40164391	3
1	40164391	40218376	2
1	40218376	41528882	1
1	41528882	42099993	2
1	42099993	42354232	3
1	42354232	42613502	4
1	42613502	42822644	5
1	42822644	43366279	6
1	43366279	43406154	3
1	43406154	43682396	2
1	43682396	43756485	3
1	43756485	43760940	4
1	43760940	44484068	3
1	44484068	45176391	1
1	45176391	45766178	2
1	45766178	45795026	3
1	45795026	46324567	4
1	46324567	47603368	3
1	47603368	47606517	2
1	47606517	47607784	1
1	47607784	48104176	2
1	48104176	48137290	3
1	48137290	48406992	4
1	48406992	48939678	5
1	48939678	49165223	4
1	49165223	49206630	3
1	49206630	49216118	2
1	49216118	49217829	3
1	49217829	49217853	4
1	49217853	50382608	5
1	50382608	50385490	4
1	50385490	50580630	5
1	50580630	50599991	4
1	50599991	50600880	5
1	50600880	50743009	6
1	50743009	50768085	7
1	50768085	50791765	8
1	50791765	50806454	9
1	50806454	50826623	11
1	50826623	51132705	14
1	51132705	51227791	15
1	51227791	51348413	14
1	51348413	51485470	15
1	51485470	51489644	14
1	51489644	51559390	12
1	51559390	51676107	10
1	51676107	51911469	9
1	51911469	52001374	8
1	52001374	52299434	6
1	52299434	52316183	5
1	52316183	52356475	6
1	52356475	52451348	7
1	52451348	53049836	6
1	53049836	53095955	5
1	53095955	53113454	6
1	53113454	53114388	5
1	53114388	53123735	3
1	53123735	53598861	2
1	53598861	53748664	3
1	53748664	53748888	4
1	53748888	53771859	3
1	53771859	53857714	4
1	53857714	54018931	5
1	54018931	54320383	6
1	54320383	54368233	5
1	54368233	54368253	4
1	54368253	54482820	3
1	54482820	54532638	2
1	54532638	54665123	1
1	54665123	54672541	2
1	54672541	54941521	3
1	54941521	56034647	4
1	56034647	56800909	5
1	56800909	56807367	4
1	56807367	56854693	3
1	56854693	57021727	2
1	57021727	57245858	3
1	57245858	57274783	2
1	57274783	57518439	3
1	57518439	58079583	4
1	58079583	58535067	5
1	58535067	58798985	4
1	58798985	59088911	3
1	59088911	59498887	2
1	59498887	59890743	1
1	59890743	60233590	2
1	60233590	60410656	3
1	60410656	60790374	4
1	60790374	61956576	3
1	61956576	62822125	4
1	62822125	63207410	5
1	63207410	63432850	6
1	63432850	64103078	5
1	64103078	64159250	4
1	64159250	64264015	3
1	64264015	64935525	4
1	64935525	65441683	3
1	65441683	65510736	4
1	65510736	65700727	3
1	65700727	66649824	4
1	66649824	67163777	3
1	67163777	67761862	4
1	67761862	67766710	3
1	67766710	67990361	2
1	67990361	68756504	1
1	68756504	68826262	2
1	68826262	69405455	3
1	69405455	69511429	4
1	69511429	70052276	3
1	70052276	70152140	2
1	70152140	70282182	3
1	70282182	70282592	4
1	70282592	70287457	5
1	70287457	70870720	7
1	70870720	70978129	5
1	70978129	70988502	4
1	70988502	71125095	3
1	71125095	72022526	4
1	72022526	72282482	5
1	72282482	72285186	3
1	72285186	73008677	4
1	73008677	73070417	5
1	73070417	73211919	6
1	73211919	73242011	7
1	73242011	73302707	9
1	73302707	73337223	10
1	73337223	73366411	9
1	73366411	73447791	11
1	73447791	73564844	13
1	73564844	73821195	16
1	73821195	73830424	14
1	73830424	73841900	13
1	73841900	74103301	12
1	74103301	74137493	10
1	74137493	74157945	8
1	74157945	74159019	5
1	74159019	74235395	4
1	74235395	74238450	5
1	74238450	74326484	4
1	74326484	74327077	3
1	74327077	74718656	4
1	74718656	74726378	3
1	74726378	74852629	2
1	74852629	75018959	1
1	75018959	75018960	2
1	75018960	75281314	1
1	75281314	75381411	2
1	75381411	75544817	4
1	75544817	75929530	5
1	75929530	75938234	4
1	75938234	75943695	5
1	75943695	76100069	4
1	76100069	76108698	3
1	76108698	76501509	2
1	76501509	76704111	4
1	76704111	76975818	2
1	76975818	77034692	3
1	77034692	77255087	2
1	77255087	77327600	1
1	77327600	77543788	2
1	77543788	77895957	1
1	77895957	77906676	3
1	77906676	77987813	2
1	77987813	78109978	3
1	78109978	78471756	4
1	78471756	78653136	2
1	78653136	78715821	1
